"DM","DO","DS","PB","PE","PF","PM","PP","RM"
0.322033898305085,0.457627118644068,0,0,0.0508474576271186,0,0.0169491525423729,0.0338983050847458,0.11864406779661
0.5,0.453125,0,0,0,0,0,0.03125,0
0.263157894736842,0.618421052631579,0,0,0.0263157894736842,0,0,0.0789473684210526,0.0131578947368421
0.269230769230769,0.576923076923077,0,0,0,0,0,0.115384615384615,0.0192307692307692
0.6,0.24,0,0,0,0,0,0.08,0.08
0.928571428571429,0,0,0,0,0.0357142857142857,0,0.0357142857142857,0
0.357142857142857,0.214285714285714,0,0.0857142857142857,0.0142857142857143,0.0142857142857143,0,0.271428571428571,0
0.166666666666667,0.452380952380952,0,0.107142857142857,0,0.119047619047619,0,0.142857142857143,0.0119047619047619
0.133333333333333,0.533333333333333,0,0.075,0.00833333333333333,0.025,0.025,0.166666666666667,0.0333333333333333
0.272727272727273,0.393939393939394,0.0151515151515152,0.0909090909090909,0,0,0,0.227272727272727,0
0.372549019607843,0.313725490196078,0,0.0784313725490196,0,0,0.0392156862745098,0.196078431372549,0
0.163461538461538,0.192307692307692,0,0.25,0.00961538461538462,0,0,0.384615384615385,0
0.12,0.226666666666667,0,0.36,0,0,0,0.293333333333333,0
0.101851851851852,0.296296296296296,0,0.231481481481481,0,0,0,0.361111111111111,0
0.015625,0.3203125,0,0.1328125,0.0234375,0.0234375,0,0.4609375,0.015625
0.025,0.225,0,0.3,0.0125,0,0,0.4375,0
0.0210526315789474,0.157894736842105,0,0.336842105263158,0,0,0,0.484210526315789,0
0.0240963855421687,0.204819277108434,0,0.228915662650602,0.0120481927710843,0,0,0.506024096385542,0
0.0304568527918782,0.208121827411168,0,0.49746192893401,0.0253807106598985,0,0.0152284263959391,0.187817258883249,0.0101522842639594
0.112582781456954,0.463576158940397,0,0.218543046357616,0.0132450331125828,0,0.0264900662251656,0.132450331125828,0.0264900662251656
0.0689655172413793,0.46551724137931,0,0.103448275862069,0,0,0,0.327586206896552,0.0344827586206897
0.0416666666666667,0.520833333333333,0,0,0.1875,0,0,0.0416666666666667,0.1875
0.159090909090909,0.727272727272727,0,0,0.0454545454545455,0,0,0.0227272727272727,0.0454545454545455
0.134615384615385,0.480769230769231,0,0,0.0769230769230769,0,0,0.0961538461538462,0.153846153846154
0.0535714285714286,0.517857142857143,0,0,0.178571428571429,0,0,0.0892857142857143,0.125
0.35,0.35,0,0,0.05,0.05,0,0,0.2
0.482758620689655,0.310344827586207,0,0,0,0,0,0.172413793103448,0.0344827586206897
0.447761194029851,0.149253731343284,0,0,0,0,0.0149253731343284,0.373134328358209,0.0149253731343284
0.433962264150943,0.0377358490566038,0,0.132075471698113,0.160377358490566,0.00943396226415094,0.0188679245283019,0.141509433962264,0.0660377358490566
0.182539682539683,0.166666666666667,0.0476190476190476,0.246031746031746,0.0476190476190476,0,0.0793650793650794,0.158730158730159,0.0714285714285714
0.40506329113924,0.113924050632911,0.10126582278481,0.151898734177215,0,0,0.0126582278481013,0.215189873417722,0
0.169811320754717,0.169811320754717,0.132075471698113,0.132075471698113,0.0188679245283019,0,0.0943396226415094,0.226415094339623,0.0566037735849057
0.0454545454545455,0.0795454545454545,0,0.545454545454545,0.0113636363636364,0,0,0.295454545454545,0.0227272727272727
0.323076923076923,0.0461538461538462,0,0.246153846153846,0.0769230769230769,0,0,0.292307692307692,0.0153846153846154
0.150943396226415,0.10377358490566,0,0.405660377358491,0.0754716981132075,0,0,0.245283018867925,0.00943396226415094
0.096,0.008,0,0.496,0.16,0,0,0.216,0.024
0.0897435897435897,0,0,0.474358974358974,0.0897435897435897,0,0,0.346153846153846,0
0.111111111111111,0.0476190476190476,0,0.444444444444444,0.0793650793650794,0,0.0158730158730159,0.293650793650794,0.00793650793650794
0.150375939849624,0.0827067669172932,0,0.360902255639098,0.0977443609022556,0,0.0225563909774436,0.270676691729323,0.0150375939849624
0.123809523809524,0.0476190476190476,0,0.519047619047619,0.080952380952381,0.00476190476190476,0.0523809523809524,0.128571428571429,0.0238095238095238
0.149068322981366,0.0745341614906832,0,0.484472049689441,0.0496894409937888,0,0.0869565217391304,0.130434782608696,0.0186335403726708
0.0526315789473684,0.157894736842105,0,0.315789473684211,0.087719298245614,0,0,0.368421052631579,0.0175438596491228
0.807692307692308,0,0.0769230769230769,0,0,0.0256410256410256,0,0.0128205128205128,0.0769230769230769
0.916666666666667,0,0.0833333333333333,0,0,0,0,0,0
0.877777777777778,0.0111111111111111,0,0,0,0.0666666666666667,0,0.0222222222222222,0.0222222222222222
0.830188679245283,0.0188679245283019,0,0,0,0.0566037735849057,0,0.0943396226415094,0
0.821428571428571,0,0,0,0,0.0714285714285714,0,0.107142857142857,0
0.888888888888889,0,0,0,0,0.111111111111111,0,0,0
0.73972602739726,0,0,0,0,0.0958904109589041,0,0.150684931506849,0
0.590909090909091,0,0,0,0,0.340909090909091,0,0.0681818181818182,0
0.672727272727273,0.0272727272727273,0,0.0181818181818182,0,0.2,0.0272727272727273,0.0454545454545455,0.00909090909090909
0.821917808219178,0.0273972602739726,0,0.0136986301369863,0,0,0,0.123287671232877,0
0.76271186440678,0,0,0.0508474576271186,0,0,0.0169491525423729,0.169491525423729,0
0.295454545454545,0,0,0.465909090909091,0,0,0,0.238636363636364,0
0.371794871794872,0.0897435897435897,0,0.243589743589744,0,0.141025641025641,0,0.153846153846154,0
0.160377358490566,0.235849056603774,0,0.292452830188679,0.00943396226415094,0.0754716981132075,0,0.226415094339623,0
0.00763358778625954,0.435114503816794,0.00763358778625954,0.251908396946565,0,0.0381679389312977,0,0.259541984732824,0
0.0540540540540541,0.378378378378378,0,0.027027027027027,0,0,0,0.540540540540541,0
0,0.462264150943396,0,0.0283018867924528,0,0.0377358490566038,0,0.471698113207547,0
0.0403225806451613,0.185483870967742,0,0.129032258064516,0,0.0564516129032258,0,0.580645161290323,0
0.00625,0.2875,0,0.23125,0,0.01875,0,0.425,0.025
0.0273972602739726,0.472602739726027,0.0205479452054795,0.0684931506849315,0,0.0273972602739726,0.00684931506849315,0.335616438356164,0.0410958904109589
0.0208333333333333,0.541666666666667,0.0416666666666667,0.0520833333333333,0,0,0,0.3125,0
0.761363636363636,0.0568181818181818,0.0909090909090909,0,0,0,0,0.0227272727272727,0.0681818181818182
0.848837209302326,0.13953488372093,0,0,0,0,0,0,0.0116279069767442
0.905882352941176,0.0352941176470588,0,0,0.0117647058823529,0,0,0.0235294117647059,0.0235294117647059
0.630434782608696,0.304347826086957,0,0,0,0.0217391304347826,0,0,0
0.636363636363636,0.333333333333333,0,0,0,0.0303030303030303,0,0,0
0.583333333333333,0.361111111111111,0,0,0,0,0,0.0555555555555556,0
0.295774647887324,0.211267605633803,0,0,0,0.0140845070422535,0,0.47887323943662,0
0.133333333333333,0.522222222222222,0,0,0.0222222222222222,0.0888888888888889,0,0.233333333333333,0
0.236363636363636,0.454545454545455,0,0.00909090909090909,0,0.0545454545454545,0.0454545454545455,0.181818181818182,0.0181818181818182
0.292682926829268,0.378048780487805,0,0.109756097560976,0,0,0,0.219512195121951,0
0.178571428571429,0.410714285714286,0,0.178571428571429,0,0,0,0.232142857142857,0
0.0365853658536585,0.353658536585366,0,0.329268292682927,0,0,0,0.280487804878049,0
0.0326086956521739,0.228260869565217,0,0.304347826086957,0,0,0.0108695652173913,0.41304347826087,0
0.0725806451612903,0.395161290322581,0,0.233870967741935,0,0,0,0.298387096774194,0
0.142857142857143,0.1875,0,0.357142857142857,0,0.0892857142857143,0,0.223214285714286,0
0.0983606557377049,0.245901639344262,0,0.327868852459016,0,0,0,0.327868852459016,0
0,0.390243902439024,0,0.0731707317073171,0,0.00813008130081301,0,0.528455284552846,0
0.0309278350515464,0.350515463917526,0,0.123711340206186,0,0,0,0.494845360824742,0
0.0180722891566265,0.240963855421687,0,0.325301204819277,0,0.0120481927710843,0.00602409638554217,0.331325301204819,0.0120481927710843
0.0727272727272727,0.43030303030303,0.0727272727272727,0.181818181818182,0,0.0363636363636364,0.0242424242424242,0.145454545454545,0.0121212121212121
0.03125,0.5,0.046875,0.0625,0,0.0625,0,0.265625,0
0.638888888888889,0.180555555555556,0,0,0.0555555555555556,0,0,0,0.125
0.831325301204819,0.156626506024096,0,0,0,0,0,0.0120481927710843,0
0.864864864864865,0.0135135135135135,0,0,0.0135135135135135,0,0,0,0.0945945945945946
0.942307692307692,0,0,0,0,0,0,0,0.0384615384615385
1,0,0,0,0,0,0,0,0
0.863636363636364,0.0454545454545455,0,0,0,0,0,0,0
0.736111111111111,0.166666666666667,0,0,0.0555555555555556,0.0277777777777778,0,0,0
0.702702702702703,0.121621621621622,0,0,0.0135135135135135,0.108108108108108,0,0.0405405405405405,0
0.568181818181818,0.193181818181818,0,0,0,0.0568181818181818,0.125,0.0340909090909091,0.0227272727272727
0.672413793103448,0.206896551724138,0,0,0.0172413793103448,0.0344827586206897,0.0172413793103448,0.0517241379310345,0
0.765625,0.078125,0,0.015625,0,0,0,0.125,0
0.51219512195122,0.024390243902439,0,0.158536585365854,0,0,0,0.292682926829268,0.0121951219512195
0.794117647058823,0.0147058823529412,0,0,0,0,0,0.191176470588235,0
0.515789473684211,0.0105263157894737,0,0.0736842105263158,0.0210526315789474,0.0105263157894737,0,0.368421052631579,0
0.355371900826446,0.00826446280991736,0,0.31404958677686,0.0330578512396694,0.0247933884297521,0,0.256198347107438,0
0.628571428571429,0.0857142857142857,0,0.114285714285714,0,0,0,0.171428571428571,0
0.452054794520548,0.150684931506849,0,0.0821917808219178,0,0,0,0.301369863013699,0.0136986301369863
0.482758620689655,0,0,0.0689655172413793,0,0,0,0.448275862068966,0
0.175675675675676,0.0202702702702703,0,0.405405405405405,0,0.027027027027027,0.0135135135135135,0.317567567567568,0.0337837837837838
0.283333333333333,0.25,0,0.175,0,0.0333333333333333,0,0.2,0.0333333333333333
0.173913043478261,0.478260869565217,0,0.0434782608695652,0,0.0217391304347826,0,0.282608695652174,0
0.551724137931034,0.0862068965517241,0,0,0.103448275862069,0,0,0.0172413793103448,0.241379310344828
0.674157303370786,0.303370786516854,0,0,0.0112359550561798,0,0,0,0.0112359550561798
0.65,0.166666666666667,0,0,0.0333333333333333,0,0,0.05,0.1
0.576923076923077,0.0192307692307692,0,0,0.0961538461538462,0,0,0.153846153846154,0.153846153846154
0.829268292682927,0.024390243902439,0,0,0,0,0,0.0975609756097561,0.0487804878048781
0.975,0,0,0,0,0,0,0,0.025
0.846153846153846,0.0153846153846154,0,0,0,0.0461538461538462,0,0.0769230769230769,0.0153846153846154
0.343283582089552,0.298507462686567,0,0,0,0.0895522388059701,0.0746268656716418,0.104477611940299,0.0895522388059701
0.392857142857143,0.285714285714286,0,0.0357142857142857,0,0.0476190476190476,0.0595238095238095,0.130952380952381,0.0476190476190476
0.63768115942029,0.188405797101449,0,0.0289855072463768,0,0,0,0.130434782608696,0
0.509803921568627,0.254901960784314,0,0,0,0,0,0.215686274509804,0
0.317460317460317,0.0317460317460317,0,0.301587301587302,0,0,0,0.333333333333333,0
0.478260869565217,0.0289855072463768,0,0.304347826086957,0.0144927536231884,0,0,0.173913043478261,0
0.230769230769231,0.373626373626374,0,0.0989010989010989,0.021978021978022,0,0,0.263736263736264,0
0.148936170212766,0.354609929078014,0,0.127659574468085,0.049645390070922,0,0,0.319148936170213,0
0.376811594202899,0.101449275362319,0,0.0579710144927536,0,0,0,0.463768115942029,0
0.343434343434343,0,0,0.191919191919192,0,0,0,0.464646464646465,0
0.372093023255814,0,0,0.131782945736434,0.0155038759689922,0,0.00775193798449612,0.472868217054264,0
0.282407407407407,0.0231481481481481,0,0.291666666666667,0.0277777777777778,0.037037037037037,0.0277777777777778,0.305555555555556,0.00462962962962963
0.626086956521739,0.104347826086957,0.0260869565217391,0.00869565217391304,0,0.0260869565217391,0,0.182608695652174,0.0173913043478261
0.75,0.0192307692307692,0,0.0192307692307692,0,0,0,0.211538461538462,0
0.189655172413793,0.241379310344828,0,0,0.172413793103448,0,0,0.0344827586206897,0.224137931034483
0.304347826086957,0.456521739130435,0,0,0.0217391304347826,0,0,0,0.217391304347826
0.666666666666667,0.119047619047619,0,0,0,0,0,0.0238095238095238,0.19047619047619
0.590909090909091,0.0454545454545455,0,0,0.0227272727272727,0,0,0.204545454545455,0.136363636363636
0.794871794871795,0,0,0,0.0256410256410256,0,0,0.128205128205128,0.0256410256410256
0.947368421052632,0.0526315789473684,0,0,0,0,0,0,0
0.701754385964912,0.0175438596491228,0,0,0,0.0526315789473684,0,0.210526315789474,0.0175438596491228
0.685714285714286,0.0380952380952381,0,0.00952380952380952,0,0.114285714285714,0.0285714285714286,0.0857142857142857,0.0380952380952381
0.607142857142857,0.0785714285714286,0,0.00714285714285714,0.00714285714285714,0.0357142857142857,0.0214285714285714,0.2,0.0428571428571429
0.771929824561403,0.0701754385964912,0,0.0263157894736842,0,0.0087719298245614,0.0087719298245614,0.114035087719298,0
0.58974358974359,0.115384615384615,0,0.0897435897435897,0,0,0.0128205128205128,0.179487179487179,0.0128205128205128
0.258823529411765,0.2,0,0.188235294117647,0,0,0,0.341176470588235,0
0.274193548387097,0.32258064516129,0,0,0.0483870967741935,0,0,0.354838709677419,0
0.198019801980198,0.336633663366337,0,0.0792079207920792,0.0792079207920792,0,0,0.306930693069307,0
0.23972602739726,0.267123287671233,0,0.116438356164384,0.0616438356164384,0,0,0.301369863013699,0.0136986301369863
0.222222222222222,0.407407407407407,0,0,0.0185185185185185,0,0,0.351851851851852,0
0.178082191780822,0.178082191780822,0,0.0273972602739726,0,0,0,0.602739726027397,0.0136986301369863
0.107142857142857,0.107142857142857,0,0.130952380952381,0.0119047619047619,0,0,0.642857142857143,0
0.131578947368421,0.214912280701754,0,0.171052631578947,0.0043859649122807,0,0.0350877192982456,0.416666666666667,0.0219298245614035
0.377952755905512,0.299212598425197,0,0.078740157480315,0,0.0078740157480315,0.0393700787401575,0.173228346456693,0.015748031496063
0.589285714285714,0.214285714285714,0,0,0,0,0,0.178571428571429,0.0178571428571429
0.711864406779661,0.101694915254237,0,0,0.0677966101694915,0,0.0338983050847458,0,0.0847457627118644
0.802816901408451,0.154929577464789,0,0,0,0,0,0,0.0422535211267606
0.841269841269841,0.0793650793650794,0,0,0.0158730158730159,0,0,0,0.0634920634920635
0.787878787878788,0.0151515151515152,0.0909090909090909,0,0,0.0303030303030303,0,0.0303030303030303,0.0151515151515152
0.82,0,0.06,0,0,0.04,0,0.06,0
1,0,0,0,0,0,0,0,0
0.860759493670886,0,0,0,0,0.113924050632911,0,0.0253164556962025,0
0.804597701149425,0,0,0,0,0.103448275862069,0.0114942528735632,0.0804597701149425,0
0.816,0,0,0.008,0.008,0.024,0.064,0.056,0.024
0.925373134328358,0,0,0,0.0149253731343284,0,0.0149253731343284,0.0447761194029851,0
0.8,0,0,0,0,0,0,0.2,0
0.622950819672131,0,0,0.0163934426229508,0,0,0,0.344262295081967,0
0.759493670886076,0.0379746835443038,0,0.0253164556962025,0,0.0126582278481013,0.0126582278481013,0.151898734177215,0
0.825581395348837,0,0,0,0,0.0116279069767442,0,0.162790697674419,0
0.690909090909091,0,0,0.00909090909090909,0.00909090909090909,0.0454545454545455,0,0.218181818181818,0.00909090909090909
0.616438356164384,0.178082191780822,0,0.0136986301369863,0,0,0,0.191780821917808,0
0.3,0.15,0,0.16,0,0,0,0.39,0
0.317241379310345,0.103448275862069,0,0.124137931034483,0,0,0,0.455172413793103,0
0.372972972972973,0.0864864864864865,0,0.2,0.00540540540540541,0.00540540540540541,0.00540540540540541,0.297297297297297,0.0216216216216216
0.645962732919255,0.136645962732919,0.0186335403726708,0.0186335403726708,0,0.0186335403726708,0.0124223602484472,0.118012422360248,0.031055900621118
0.772151898734177,0.0759493670886076,0.0253164556962025,0.0126582278481013,0,0,0,0.113924050632911,0
0.105263157894737,0.368421052631579,0,0,0.192982456140351,0,0,0,0.333333333333333
0.319148936170213,0.531914893617021,0,0,0.0425531914893617,0,0,0,0.106382978723404
0.30188679245283,0.415094339622642,0,0,0.0188679245283019,0.0377358490566038,0,0.0754716981132075,0.132075471698113
0.657142857142857,0.114285714285714,0,0,0,0.0571428571428571,0,0.114285714285714,0.0285714285714286
0.68,0,0,0,0.02,0.18,0,0.1,0.02
0.893617021276596,0,0,0,0,0.106382978723404,0,0,0
0.631578947368421,0,0,0,0,0.276315789473684,0,0.0526315789473684,0.0394736842105263
0.702380952380952,0,0,0,0,0.178571428571429,0.0238095238095238,0.0714285714285714,0.0238095238095238
0.682926829268293,0.0487804878048781,0,0.016260162601626,0,0.0487804878048781,0.0731707317073171,0.0975609756097561,0.032520325203252
0.731481481481482,0.0648148148148148,0,0.0185185185185185,0.00925925925925926,0.00925925925925926,0.0185185185185185,0.148148148148148,0
0.745762711864407,0.135593220338983,0,0,0,0,0,0.11864406779661,0
0.597560975609756,0.109756097560976,0,0.0365853658536585,0,0,0,0.24390243902439,0
0.691489361702128,0,0,0.159574468085106,0,0.0106382978723404,0,0.127659574468085,0.0106382978723404
0.456896551724138,0.00862068965517241,0,0.387931034482759,0,0,0,0.146551724137931,0
0.407894736842105,0,0,0.440789473684211,0,0,0,0.144736842105263,0
0.542168674698795,0,0,0.265060240963855,0,0,0,0.192771084337349,0
0.333333333333333,0,0,0.288288288288288,0,0,0,0.378378378378378,0
0.271844660194175,0.00970873786407767,0,0.0679611650485437,0,0,0,0.640776699029126,0.00970873786407767
0.115555555555556,0.128888888888889,0,0.275555555555556,0.0177777777777778,0.00888888888888889,0.00444444444444444,0.395555555555556,0.0311111111111111
0.290540540540541,0.371621621621622,0,0.114864864864865,0.00675675675675676,0.027027027027027,0.00675675675675676,0.135135135135135,0.0135135135135135
0.205882352941176,0.411764705882353,0,0.0441176470588235,0,0,0,0.264705882352941,0
0.415094339622642,0,0.358490566037736,0,0.113207547169811,0,0,0,0.0754716981132075
0.588235294117647,0,0.205882352941176,0,0,0,0,0,0
0.304347826086957,0,0.478260869565217,0,0.0434782608695652,0.0434782608695652,0,0.0869565217391304,0.0434782608695652
0.375,0,0.5,0,0.0416666666666667,0.0416666666666667,0,0.0416666666666667,0
0.130434782608696,0,0.652173913043478,0,0,0.130434782608696,0,0,0.0869565217391304
0.454545454545455,0,0.409090909090909,0,0,0,0,0.136363636363636,0
0.733333333333333,0,0,0,0,0.166666666666667,0,0.1,0
0.684210526315789,0,0,0.0526315789473684,0,0.192982456140351,0,0.0701754385964912,0
0.608247422680412,0,0,0.216494845360825,0,0.0618556701030928,0.0309278350515464,0.0515463917525773,0.0309278350515464
0.563380281690141,0,0,0.436619718309859,0,0,0,0,0
0.5,0,0,0.482142857142857,0,0,0,0.0178571428571429,0
0.140845070422535,0,0,0.788732394366197,0,0,0,0.0704225352112676,0
0.174603174603175,0,0,0.714285714285714,0,0.0158730158730159,0,0.0952380952380952,0
0.137931034482759,0,0,0.839080459770115,0,0,0,0.0229885057471264,0
0.186440677966102,0.00847457627118644,0,0.61864406779661,0,0,0,0.186440677966102,0
0.127906976744186,0,0,0.767441860465116,0,0,0,0.104651162790698,0
0.0113636363636364,0,0,0.795454545454545,0,0,0,0.181818181818182,0.0113636363636364
0.119047619047619,0,0,0.666666666666667,0,0,0,0.202380952380952,0
0.0838323353293413,0.0119760479041916,0,0.604790419161677,0.0239520958083832,0.0119760479041916,0.0119760479041916,0.233532934131737,0.0119760479041916
0.19,0.06,0.08,0.6,0,0.04,0,0,0.03
0.303030303030303,0.0303030303030303,0.106060606060606,0.560606060606061,0,0,0,0,0
